,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-154,C,0.001740237,0.004277475,0.005557416,0.079382161,0.003550522,0.873584188,0.003945745,0.014170579,0.698377018,0.193257956,0.044380595,0.013483647,0.002644836,0.004916746,0.008750056,0.013176288,0.632492924,0.474760199,1.193378125,1.169917722,0.836772033,1.642065701,0.225386495,0.461988122,0.772255892,0.007745257,0.006818272,3.195927423,0.016236897,0.003388962,1.861749029,0.01539297,0.004732306,0.740552752,1.404678764,0.759199043,0.117501176,0.011382612,0.752540524,3.005249434,0.575904799,0.020678525,1.960863254,0.928543958,3.215355065,0.004572058,0.32151422,0.031092829,1.253497343,0.006224419,0.014778784,0.009642894,3.921824558,0.021485407,0.013136376,0.01733294,0.028494548,0.094349416,0.013908865,0.564552929,0.021723351,4.703930253,0.087726781,2.124887058,18.09331783,0.014433386,0.006418634,0.003257508,0.00261493,0.010239924,0.009084941,1.649144644,3.515977831,0.000748628,0.235909657,0.049469175,0.010406372,0.010632875,0.00232917,0.230378626,0.017364733,0.001527179,0.003933964,0.006879511,0.006045352,0.002707268,0.01609447,0.584275126,1.784192524,0.351769525,0.498136811,1.616306585,0.074028274,0.005016792,0.017758583,0.049928687,0.054308333,0.64533907,0.725629185,0.763206846,0.010239657,0.009820088,0.003537787,4.040749057,2.580564875,1.159677105,1.16345118,1.095780589,5.622709362,0.000370878,0.354469608,0.005565564,1.377912198,0.118481251,0.329244106,7.468147304,0.082525833,0.238863781,0.00540571,0.003937324,1.080265295,0.254063123,0.056812349,0.000250445,0.595764666,0.010197223,0.011089172,0.002368026,0.00606293,0.009531838
Sample-155,C,0.001202715,0.004808732,0.00553487,0.027793619,0.002465993,1.557040007,0.003048102,0.022812241,0.520034977,0.090365031,0.058381555,0.01904525,0.001735127,0.003223079,0.008833273,0.081729537,1.100562516,1.013775304,2.162068256,2.51111713,1.633572909,2.219455555,0.584718971,0.707455949,0.168951175,0.005325188,0.004750277,4.762348068,0.013599062,0.003144963,1.961135322,0.010668287,0.004493983,3.044418494,0.653828774,0.150936198,0.316885893,0.387260708,0.168103889,2.218297715,0.507960728,0.019630836,2.154095273,1.62039759,3.09451473,0.003225307,0.393399087,0.065479362,2.483153735,0.004473809,0.00970336,0.006196256,5.457688737,0.02071534,0.010491083,0.099296555,0.048258388,0.039749136,0.009555486,0.53464294,0.028511195,1.753816195,0.032461453,0.695694059,7.689364897,0.039571581,0.007419242,0.005850439,0.003017458,0.007348603,0.015259921,0.81297999,2.287901604,0.000522052,0.088239777,0.043808294,0.012337788,0.02935475,0.001615721,0.295245385,0.008643029,0.001052728,0.00356221,0.004765849,0.004238258,0.00199471,0.010947443,0.316559762,3.322531389,0.045861886,0.382386132,2.725632071,0.060812346,0.004091703,0.012728495,0.114522033,0.030989212,1.175696867,1.322378287,1.544753512,0.007526556,0.008213502,0.003590398,1.239664856,0.300966702,0.206047848,3.217664942,2.931612448,13.02063009,0.000855556,0.158567083,0.006014017,4.424371653,0.688827921,2.228698374,0.617517265,0.06730222,0.490156574,0.010341905,0.002959399,0.052231974,0.218389504,0.207222619,0.000171224,0.057441494,0.011768599,0.062228214,0.001522062,0.00431674,0.011153496
Sample-156,C,0.002298794,0.003642317,0.004890525,0.013001906,0.004316747,2.048217177,0.004837004,0.014669236,0.339198685,0.230909422,0.043202092,0.006133491,0.002536265,0.005721909,0.008864229,0.015853246,1.450462511,1.648259294,2.818173074,5.427091378,2.45459356,4.64625915,1.813777119,1.781345267,0.209169744,0.009606901,0.008512051,1.303659854,0.017513328,0.003417465,0.898253048,0.019694595,0.006761966,0.235144802,0.079256864,0.073653919,0.1130072,0.012983396,0.225144137,7.597702602,0.269199955,0.057292014,1.358746471,0.025575127,2.424267651,0.005803779,0.203446843,0.128577389,0.766038714,0.007762333,0.016833425,0.010802286,3.47705636,0.023479805,0.011315006,0.020271248,0.027908712,0.067768396,0.017186396,0.8647427,0.020416895,1.518998012,0.025592579,0.585674421,21.47109182,0.017987922,0.007773009,0.002281136,0.002953295,0.01295986,0.009333192,0.567270003,1.231000673,0.000965703,0.17337771,0.047842425,0.010799947,0.012860905,0.00259457,0.334124106,0.014225702,0.001957199,0.00488485,0.008679657,0.007654939,0.00305325,0.020126082,0.073734271,3.763243079,0.011440851,0.129588507,4.579254521,0.454911267,0.005799584,0.022515345,0.028324333,0.036612518,2.247513009,2.00996074,2.847349803,0.014736093,0.011333683,0.004167312,0.881669705,0.016036521,0.122771953,1.569451193,1.071609786,6.561481919,0.000304181,0.102367292,0.006582987,0.246010642,0.054288418,0.148608094,0.446034778,0.056718197,0.645109867,0.008857565,0.004735887,0.090385904,0.085364734,0.050331654,0.000316509,0.051813688,0.009754124,0.00817303,0.001627725,0.006377113,0.010440879
Sample-157,C,0.002147232,0.011273477,0.004355511,0.025294401,0.003825177,0.098162486,0.252745323,0.021142044,0.296742387,0.20121705,0.263060137,0.005472263,0.002807573,0.005169582,0.051802322,0.030618204,0.058074557,0.0258672,0.052270595,0.030462601,0.167919592,0.031974856,0.011756528,0.056983105,1.353907342,0.009770954,0.007095446,1.892502398,0.051629913,0.025700272,0.358889076,0.016404046,0.243273987,0.440055306,0.77048261,0.224700951,0.061146003,0.006129571,0.119789117,0.712765553,0.351094472,0.022145478,1.541172182,0.046516175,2.88840372,0.004973999,4.589517878,0.034605554,0.865941856,0.007227165,0.019581819,0.011669398,5.882536599,0.074943836,0.204692607,0.924654857,15.58933427,0.042402522,0.015195752,0.222527432,0.026864008,0.313231828,0.059288573,0.114696719,6.873374136,5.511051107,0.026077955,0.017727359,0.311318385,0.010704626,1.543021783,0.390640832,0.518331338,0.004076231,0.106796407,3.058087502,0.276396219,0.013955313,0.005448842,0.007457107,0.044848477,0.001529307,0.008494665,0.007799133,0.011299473,0.002824963,0.017328378,0.094393595,1.429276423,0.0797076,0.482727461,0.16816059,0.028607678,0.00554777,0.021291216,0.024031669,2.671972379,0.086000508,0.037872511,0.067997125,0.012515505,0.025248583,0.310939718,0.25916247,0.043054419,0.157341625,1.394134602,0.744845704,10.19546837,0.15411549,0.167933119,0.006075245,0.970713851,0.430709254,1.142838699,16.19658078,0.103689487,0.067286889,0.001930641,0.003977482,0.079449609,0.099514423,0.04507687,0.000311483,0.393643383,0.235727707,0.134770048,0.004054695,0.017315814,0.776792522
Sample-158,C,0.002496871,0.006335006,0.005627626,0.092050363,0.004965207,0.73618571,0.005676981,0.051714447,0.248662284,0.352178006,0.094485534,0.007730019,0.005888348,0.006163495,0.011664293,0.140283403,0.319579077,0.410942792,0.450515563,0.358430801,0.477903004,0.847386388,0.119849696,2.073198877,0.070934214,0.011208032,0.009185596,2.59012321,0.031324532,0.006668584,3.948943733,0.020614889,0.009874523,0.372140396,2.157363673,0.313710165,0.154312653,0.011562665,0.171730389,1.113186957,1.241324367,0.021732009,1.651053905,0.103055657,3.255906027,0.006418502,0.13693338,0.020226496,1.659489812,0.008811676,0.024890317,0.069566259,6.7545542,0.025362621,0.013017456,0.185366851,0.122198304,0.045846865,0.019859172,0.272674841,0.090378256,3.833608883,0.093719829,0.259271993,12.11161758,1.738405333,0.01033153,0.007054232,0.011020988,0.014470619,0.035558424,2.060733236,1.818214182,0.00102474,0.070739251,0.058234728,0.015500187,0.218701703,0.003128097,0.008053671,0.395801035,0.002217959,0.006658437,0.009622442,0.008326436,0.003646636,0.022567716,0.17050299,1.928299387,0.066503137,1.129751009,0.839662357,0.035941168,0.006506586,0.024325378,0.029825064,10.76635339,0.339657448,0.25178837,0.918716992,0.018646027,0.013397692,0.012335398,2.380541433,0.075352469,0.404881747,1.989874619,0.730591857,6.437736602,0.004310615,0.240975567,0.012338976,8.969477875,0.659994334,1.442357029,0.324626875,0.113653095,0.414375108,0.007032603,0.005279859,0.098609086,0.138398651,0.063791007,0.000423061,2.447851467,0.020978268,0.061808372,0.00192081,0.014453004,0.016458378
Sample-159,C,0.002478997,0.00454933,0.005795961,0.03973951,0.004994756,2.943528724,0.007540148,0.014333826,0.53738675,0.892177303,0.176803767,0.009541794,0.003532798,0.006673598,0.010880829,0.062014979,0.382720957,0.419786623,0.741361762,0.349887675,0.368693329,0.308116858,0.086670102,1.802940812,0.119841939,0.011922274,0.009866143,2.41689541,0.024853652,0.005021937,3.896782317,0.022309383,0.036560413,0.35312203,1.387059746,0.202613252,0.10978789,0.007251024,0.377246575,1.658190812,1.263279978,0.023721753,1.21312346,0.092239341,4.868760065,0.00671235,0.24511118,0.024683806,1.499464335,0.008899699,0.019439369,0.036692014,4.09412503,0.026838079,0.012328978,0.026694374,0.355081561,0.03771604,0.020039693,0.230588437,0.038363613,5.375718448,0.264336325,0.546580446,15.50473344,1.06269255,0.009748786,0.003159833,0.010064609,0.014828955,0.030507734,2.797348409,1.50855044,0.00159161,0.075068489,0.05315658,0.011845993,0.056547594,0.003252716,0.009047429,0.029009154,0.002281786,0.005648023,0.009734147,0.008907856,0.003636425,0.023374705,2.730112945,1.247718088,0.041642467,0.874261381,1.281195607,0.049091783,0.006796876,0.025844242,0.0343327,1.219867962,0.141978162,0.283611657,0.732305821,0.017340454,0.013790224,0.011217251,2.287284562,0.196630756,0.626623187,1.493215252,0.30616651,6.164220695,0.003623319,1.627697844,0.008989813,6.009812099,0.260348647,0.655085122,8.237886496,0.074233171,0.412312437,0.003906026,0.005504006,0.106210658,0.785264657,0.51459732,0.000373906,0.054390098,0.016918612,0.021592649,0.002222269,0.010665943,0.016364701
Sample-160,C,0.002252138,0.005060065,0.005654694,0.039973552,0.005413487,4.375851604,0.004740518,0.013112323,0.339586114,0.268683619,0.066236448,0.012271862,0.004475576,0.005832355,0.00845471,0.013944947,0.758602047,1.041709045,1.231462443,1.185253749,2.641892925,0.644405719,0.374495182,0.336559011,0.095244422,0.010999761,0.008120921,1.263649306,0.025886826,0.010983132,0.817324845,0.019190675,0.005688763,0.123639975,0.709946142,0.733212578,0.183554553,0.006685801,0.319182464,1.589818031,0.504248562,0.01982231,1.782693978,0.078498236,1.961162858,0.005600506,0.111803956,0.030258808,1.256041774,0.008091309,0.017482582,0.163373973,2.967700664,0.030842858,0.011856623,0.025274082,0.028627687,0.079203762,0.016723877,0.248571573,0.022212026,3.606979695,0.116599522,0.631524454,24.77921169,0.021827644,0.00748843,0.004305,0.003258992,0.012908285,0.010598625,0.837932542,3.391795028,0.000988923,0.233874849,0.082730375,0.018126605,0.016438283,0.003346459,0.014366055,0.201731247,0.001898256,0.005090997,0.008208475,0.007523097,0.003774279,0.019729791,0.497860208,1.071862563,0.083073234,0.394085938,3.09280185,0.112707241,0.006156379,0.02190082,0.036768513,10.04338764,1.076270223,1.922023967,1.207637347,0.012264268,0.01235009,0.004474514,2.242744269,0.666510829,0.541134432,0.687293216,0.374801113,3.149616549,0.000454762,0.272897773,0.007042464,2.795690627,0.298808997,1.484917164,2.581110263,0.083676318,1.565560347,0.218786926,0.004938484,0.294858203,0.193974755,0.076497376,0.000376576,0.073246371,0.016529537,0.019313364,0.00525262,0.015300238,0.011639704
Sample-161,C,0.002451741,0.005429755,0.005878361,0.020541133,0.004768113,2.037759462,0.00532939,0.011259214,0.23641464,0.266458803,0.081797585,0.009783124,0.004933523,0.006259824,0.009440239,0.018814944,1.293194997,1.51721654,2.792823347,1.259678393,2.28127004,1.337894405,0.595704311,0.685275721,0.065459598,0.01110952,0.009324304,1.12424049,0.024696284,0.009107049,1.961330705,0.021408348,0.006883927,0.189991674,0.690727151,0.260899253,0.172634142,0.008133501,0.20570856,2.488191976,0.723194077,0.023516451,1.571450554,0.03064841,2.876337788,0.006712303,0.121704764,0.040064856,1.370669664,0.008838099,0.019410019,0.05418638,4.569539136,0.025535182,0.014113239,0.127184464,0.044358016,0.059519023,0.019055767,0.274033996,0.025065096,2.70941931,0.109449552,0.839084962,12.69001662,0.020879495,0.008351742,0.005970866,0.00376161,0.01414292,0.014078846,1.747806279,2.367187683,0.001050686,0.131101409,0.05428342,0.013777693,0.014282015,0.003784061,0.008683371,0.035673741,0.002102291,0.0061187,0.009240605,0.008267475,0.004347396,0.021967601,1.476924752,1.594506672,0.024363379,0.601627805,3.845378708,0.181911423,0.00676412,0.024906472,0.031069798,13.28469551,1.62229968,2.906574891,6.404532884,0.01342031,0.013404742,0.005223102,2.249320709,0.30265563,0.587827514,0.762202219,0.558050754,2.966488202,0.000605808,0.372447507,0.00761035,1.1811304,0.123303693,0.516241397,1.399901438,0.260961628,1.324577063,0.025446601,0.007880648,0.214577027,0.156991155,0.10047561,0.000357748,0.169958522,0.012802232,0.016400531,0.002407429,0.038559919,0.013022301
Sample-162,C,0.002642757,0.006192047,0.005905078,0.021037569,0.005109405,0.893287804,0.005558085,0.010292486,0.218671528,0.279725861,0.072604859,0.013099627,0.008472131,0.006801923,0.009653929,0.01876593,0.389246094,1.274432238,0.792240812,0.789539237,0.67426975,0.664832002,0.398636089,0.241771641,0.129907879,0.011786648,0.009981582,0.900190588,0.026537107,0.007064072,1.157519943,0.022655297,0.006414034,0.480272798,0.854907957,0.908971702,0.209456341,0.021092491,0.217672392,1.819408583,0.69878635,0.028421248,1.626382901,0.033745291,1.804982675,0.007043162,0.087082316,0.056877324,1.624392118,0.009303152,0.020452969,0.049705248,2.439683824,0.02489583,0.016212967,0.052033835,0.032849976,0.058835166,0.0199087,0.178670656,0.026231208,3.850061124,0.124363642,0.715398223,21.30102824,0.022157642,0.008735389,0.004954173,0.00334152,0.015106153,0.014193463,1.386386446,4.002087022,0.001134529,0.277292054,0.110992598,0.439667142,0.017912682,0.003806992,0.009046598,0.029507793,0.002311406,0.008411707,0.010063216,0.008865966,0.004287184,0.026192133,2.215073647,0.755279344,0.028367252,0.444484526,1.760925445,0.076998599,0.006981492,0.026295988,0.032621651,17.11203379,1.081774196,1.699909278,6.810356388,0.01390806,0.014020545,0.00479535,2.668701676,0.152935058,0.449463815,0.415093418,0.377516665,1.973103247,0.000342214,0.398671521,0.008042187,2.52241812,0.194218724,0.961354461,0.89575814,0.477277285,0.549014634,0.014969201,0.005858594,0.234237184,0.183687858,0.077527462,0.000375342,0.356341842,0.01429293,0.011180743,0.002883496,0.077429062,0.013049319
Sample-163,C,0.002440415,0.004252613,0.006045449,0.017694667,0.004955771,3.672755864,0.005671697,0.01362919,0.237577558,0.150618508,0.073958059,0.008808546,0.00434865,0.006601642,0.009692731,0.013607844,1.182711404,1.236118457,2.395079916,1.533419491,3.008621694,1.158870454,0.570000208,0.634170588,0.068284234,0.012158083,0.009988529,1.383988283,0.03237888,0.00654696,2.634924079,0.022156262,0.082124047,0.22672566,0.379140735,0.291324073,0.185599548,0.012668377,0.166580326,4.05538553,0.416679325,0.024988919,1.388660907,0.097534744,3.146736309,0.006794675,0.076312918,0.053689451,0.736499084,0.008932303,0.019983512,0.098666683,3.78457096,0.02744087,0.013375276,0.025025684,0.032931766,0.166108942,0.019936488,0.488896363,0.033252692,3.705609203,0.036226487,0.997627505,18.93462284,0.020873135,0.009025564,0.002708745,0.00334641,0.014791807,0.010997911,4.524890621,2.343839436,0.002269571,0.111251843,0.057394259,0.041219088,0.014794991,0.003696645,0.107520313,0.084903864,0.002239579,0.005746962,0.009417857,0.008897066,0.004100696,0.022952466,0.608296423,1.608377477,0.026007534,0.486433059,3.401426998,0.33586139,0.007042569,0.02581998,0.032051724,7.878105244,1.784712469,2.304734782,1.755713266,0.013627977,0.01397192,0.004934185,2.356516145,0.103109165,0.379386934,1.061233805,0.653934166,2.14679987,0.000353393,0.231567532,0.007801588,0.227420472,0.041024857,0.099808972,3.037835743,0.07307442,1.363653562,0.177465631,0.116124555,0.110888329,0.127550877,0.069180903,0.000420877,0.007317998,0.013161021,0.011851867,0.00181183,0.010207072,0.013773663
Sample-164,C,0.002366231,0.004542285,0.005664074,0.019193022,0.00469164,3.497313195,0.005150552,0.012360572,0.225762741,0.155846479,0.053562663,0.008524946,0.004691875,0.006509134,0.009042776,0.012877414,1.02801463,1.134969722,1.980375219,1.573991311,2.885068558,1.062789031,0.567881713,0.489028428,0.080520968,0.011183803,0.00904956,1.230348555,0.030090585,0.005337825,1.804683376,0.021046246,0.024892797,0.329235431,0.547910827,0.646501655,0.287725725,0.013030444,0.219459437,1.081240381,0.512051121,0.023013487,2.233530603,0.032839835,2.652740879,0.006307606,0.158351606,0.044192372,0.850540445,0.008567345,0.019366926,0.079301745,3.771465347,0.025824363,0.010904025,0.024326716,0.033307398,0.139324901,0.018393605,0.199245383,0.020714974,4.273904827,0.080634776,0.626997151,18.64466619,0.01966427,0.008678359,0.00298556,0.003146964,0.014075705,0.01005298,1.166428174,4.378108527,0.001310627,0.131007881,0.054581942,0.017701792,0.013832911,0.003422015,0.008734625,0.059234208,0.002086282,0.005732472,0.009374075,0.008435014,0.004136574,0.021185037,0.952301135,1.392859563,0.047994543,0.497749209,3.378808939,0.045562451,0.006543919,0.024163397,0.030371946,14.2413737,2.266750368,2.22464762,1.675250222,0.012912761,0.013314068,0.00470079,2.026776678,0.520228817,0.501248508,0.644116013,0.422108629,3.197933208,0.000355346,0.39915359,0.007369186,0.332552008,0.040277129,0.09506452,1.482913679,0.070847573,1.326316758,0.198905175,0.005991248,0.108871532,0.130156819,0.079307741,0.000348987,0.018941772,0.01219099,0.013530031,0.002178891,0.007636072,0.012469022
Sample-165,C,0.002651439,0.005419212,0.006361038,0.048789808,0.005146176,0.595411284,0.005864639,0.014958517,0.465549641,0.207209077,0.079982212,0.010920733,0.004197298,0.007046061,0.015309148,0.015097977,0.094071871,0.052106048,0.112820736,0.169814521,0.386380658,0.059459257,0.046722511,0.038983641,0.110012419,0.012833722,0.010376804,3.453324874,0.077167104,0.006425131,2.407951969,0.023043189,0.125254938,6.437451035,0.574743179,0.832031548,0.650507607,0.109224618,0.267126695,3.586071619,0.75882421,0.038538273,3.501431982,0.053453508,4.403409355,0.007330006,0.635808308,0.122838713,1.761285554,0.010642474,0.022349183,0.110786088,9.760041553,0.040774588,0.014333364,0.027193993,0.045131746,0.532113639,0.020524786,0.632022166,0.033782948,3.988539272,0.069723403,1.124617174,8.897059704,0.021220947,0.009423222,0.003953563,0.003645121,0.015992659,0.013344942,1.660834586,3.547085271,0.004241301,0.079696814,0.058610714,0.02889188,0.074193552,0.003427078,0.010783678,0.040988691,0.002508619,0.005913125,0.010564222,0.009203874,0.004430778,0.025132372,0.625154999,2.562458332,0.06231138,0.710257572,0.298174689,0.113010599,0.00785962,0.02756248,0.036135285,1.166457837,0.133535519,0.121020193,0.091742159,0.014962989,0.015163119,0.005215221,2.514438792,0.428207759,0.205752009,2.871297653,2.81181181,7.090964575,0.000443236,0.243620804,0.008701061,7.692626209,0.307848675,0.689401014,0.950116668,0.091223278,0.248305624,0.039814552,0.00578631,4.004919747,0.245545163,0.082824098,0.000378863,0.008000201,0.026077953,0.033462672,0.001883336,0.010226423,0.014836572
Sample-166,C,0.002815288,0.006203473,0.00638482,0.022521382,0.005516661,0.179991362,0.005861544,0.014604805,0.433048555,0.255135491,0.246572515,0.014613338,0.004339781,0.007579084,0.013651578,0.063967847,0.139033398,0.070101586,0.209524945,0.076160566,0.206645444,0.093943529,0.038853915,0.063752748,12.86335087,0.01298697,0.01030469,4.11283089,0.033470918,0.005518257,0.569206154,0.024381606,0.525793553,0.180360453,1.815234234,0.297747933,0.266248008,0.018301703,0.4393284,0.734485704,1.754603514,0.023684381,1.428138041,0.040945011,2.498039121,0.007490423,0.575630568,0.052306484,0.987826363,0.010124917,0.02105836,0.252496364,6.345891021,0.066833951,0.014375097,0.192174452,0.049104999,0.13325824,0.021495877,0.465000394,0.087514916,1.08398117,0.106056633,0.33510541,28.49893599,0.021718707,0.009967499,0.005522893,0.004229323,0.016269357,0.014806479,1.023789601,2.323020634,0.010825996,0.435314193,0.922095182,3.263543386,0.015899867,0.003589559,0.185106216,0.062592003,0.00247234,0.006638617,0.010713299,0.009592534,0.006041414,0.037516535,3.432615134,1.09032094,0.032673123,1.161030648,0.268663752,0.051528947,0.007594092,0.027875248,0.035260879,0.678501579,0.117554381,0.122673037,0.145568575,0.014986938,0.015549432,0.005743994,0.479667407,0.065441621,0.439422541,0.516523206,0.283531313,5.97583395,0.000689534,0.644946586,0.009162443,0.559892705,0.049458861,0.093434143,5.229537101,0.073966846,0.095555319,0.00326759,0.006271385,0.113484043,0.458211393,0.072924505,0.000427638,0.007610287,0.018000513,0.02662715,0.007229967,0.012178372,0.01485155
Sample-167,C,0.002363047,0.004699933,0.005208245,0.014266467,0.004796992,1.402723984,0.005004831,0.011961829,0.199260458,0.28082562,0.112848973,0.008742976,0.004053313,0.006265696,0.010716101,0.026475707,1.366045614,1.530518798,2.69506065,1.046411559,1.889345772,1.16437654,0.53866106,0.680646822,0.87025275,0.010535896,0.008903875,1.043442971,0.024273786,0.005166972,0.758278156,0.020596813,0.055286745,0.19102009,0.419288498,0.793535817,0.14045373,0.009512742,0.163604646,3.632964959,0.599218246,0.018092829,1.982903248,0.028829162,2.48118007,0.006158631,0.416426459,0.023440858,0.865545592,0.008055428,0.017865246,0.099461508,4.592833015,0.034614334,0.012640683,0.02328936,0.030289134,0.070125789,0.018059465,0.877749204,0.037351051,4.895876981,0.271623934,1.544190576,12.53638298,0.018213447,0.00800568,0.003369159,0.002906733,0.013436217,0.011195103,1.740419282,4.439627693,0.001819597,0.138621221,0.279079892,0.878640737,0.015170199,0.003108444,0.0831541,0.21965772,0.002100186,0.005544226,0.009000095,0.007829371,0.003848446,0.02101717,1.866220935,1.926047457,0.017434221,0.461264706,3.241122872,0.196041328,0.006479651,0.022971887,0.029616447,12.97155694,1.761420408,2.323487318,2.021655527,0.012276185,0.01234456,0.004254862,4.008479011,0.158171784,0.732988387,1.046408005,0.653603847,2.396621554,0.000330963,0.293455393,0.007049664,0.477003495,0.135249304,0.306957718,1.190827889,0.145962861,0.557955015,0.014788955,0.004976214,0.103409077,0.136010033,0.063340871,0.000339092,0.033499527,0.011683343,0.045203706,0.002073125,0.030795478,0.012252453
Sample-168,C,0.003011101,0.005534583,0.00675463,0.040017357,0.006123829,1.887465049,0.006423974,0.010716257,0.135576751,0.246572422,0.073583558,0.00915962,0.009945088,0.007751869,0.010697227,0.019135904,1.74990943,1.4508085,2.836046027,1.244613078,2.16767862,1.581807684,0.64707462,0.827853022,0.278159913,0.01364042,0.011666552,0.704136568,0.032246975,0.04373006,0.845478218,0.025524808,0.027539439,0.66743263,0.214677192,0.609065839,0.254972629,0.035242399,0.142933396,0.933329396,0.422525219,0.024225477,1.144764777,0.037161989,1.42455963,0.007920165,0.118714358,0.031667931,0.617037075,0.010681562,0.023185309,0.124640945,2.005212808,0.028121429,0.048947636,0.027663604,0.038088378,0.092099681,0.022967523,0.163390841,0.031377399,2.831050004,0.181263575,0.459432697,17.41510091,0.023735921,0.010207075,0.003649891,0.00397383,0.017244637,0.044033196,1.371671166,2.124673201,0.001597872,0.12210765,0.13919259,1.082970164,0.017145459,0.004011355,0.034257899,0.054201495,0.002685589,0.006462603,0.011595051,0.010286707,0.005071857,0.02690532,1.879706969,0.780049312,0.035357054,0.228962392,3.852521676,0.057745139,0.008109145,0.030102756,0.038010393,24.00405386,2.356536064,2.318497521,2.224323588,0.016104152,0.01621985,0.005516922,1.220451297,0.155423033,1.042826153,0.355804073,0.253237922,1.092275116,0.000414736,0.316422783,0.009158512,0.291803569,0.050054572,0.141796358,0.938633286,2.306909448,0.674811861,0.011378258,0.006489388,0.171506881,0.162660103,0.093491397,0.000439565,0.09141104,0.016286337,0.01587013,0.002403782,0.437340478,0.01536504
