,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-169,C,0.003222539,0.008785481,0.007827899,0.025478353,0.006208254,0.148096613,0.00834746,0.147096843,0.563817136,0.446676054,0.326377566,0.016000365,0.004694071,0.008541903,0.013440187,0.018700234,0.431396788,0.083041564,0.101854499,0.119574632,0.123614966,0.11102658,0.15860117,0.345338522,3.937165605,0.014714577,0.012328931,4.41354972,0.027984642,0.007444594,0.623762015,0.027971853,0.011491728,2.294319568,0.110072466,0.143324359,0.553018198,0.010015428,0.438886164,6.451414337,0.23521125,0.044383057,2.848291277,0.355033297,7.262107055,0.008676531,0.214069623,0.118012456,0.78297614,0.011229698,0.02697837,0.019709429,9.337838764,0.030690521,0.02620667,0.044842982,0.453502478,0.020703714,0.026517293,1.92814869,0.032305515,1.957294458,0.036993436,1.089813458,6.238035633,0.030674356,0.012699366,0.008073039,0.018106337,0.019110211,0.074844411,0.70840863,2.735073196,0.001382643,0.057617327,0.063827524,0.017811295,0.028723029,0.003952614,0.01777004,0.035283579,0.002766854,0.007865093,0.012588966,0.011074597,0.005060037,0.029192134,0.107508904,6.081997424,0.025052956,0.248651315,0.127819977,0.494089832,0.009281564,0.032952322,0.040197063,0.207271202,0.050719507,0.047383463,0.157912969,0.017938027,0.018314732,0.020067296,0.908767489,0.035356449,0.287618997,8.832328519,1.07921014,15.77706831,0.007388245,0.116010085,0.010223098,0.99567562,0.508090276,1.413546097,0.066576331,0.097897025,0.149463738,0.003087968,0.006827155,0.130352283,0.174143766,0.16505874,0.000466238,1.692425411,0.024672914,0.426309749,0.002042431,0.012361217,0.03317222
Sample-170,C,0.001998367,0.021053363,0.005153186,0.016176636,0.003793629,0.211075528,0.005119296,0.022712184,1.050469685,0.413361537,0.046752782,0.007345013,0.00241446,0.00574864,0.007718675,0.02245871,0.530650862,0.119670214,0.099388117,0.328935987,0.124816382,0.378425357,0.300325721,0.302270759,8.867615279,0.008691319,0.007411751,1.639350402,0.0209208,0.004310235,1.029637953,0.016967406,0.16349372,13.82598711,0.069512056,0.105668128,1.620024473,0.47268131,0.351983172,1.635855742,0.863924795,0.01807681,4.635637359,0.294537716,6.068510684,0.005126918,0.171707581,0.035730025,1.278156397,0.006927167,0.014575744,0.082515428,4.167690135,0.019209054,0.012008039,0.093154042,0.218963567,0.018736615,0.015928211,0.623707855,0.029858117,1.714825646,0.117693147,1.225255313,10.25030581,0.015512645,0.01051055,0.023523405,0.014806826,0.011377178,0.046277109,1.719380888,6.04808006,0.002854661,0.036843617,0.237032692,1.185140735,0.011450953,0.002334451,0.007209514,0.01235001,0.001738277,0.008539646,0.007463395,0.006807024,0.005296989,0.018922714,0.081441215,1.870022462,0.013545772,1.090377298,0.175152451,0.016998312,0.005713423,0.020685321,0.025366707,0.033691592,0.077239874,0.058371747,0.245118105,0.012344959,0.010328532,0.015835,4.495738032,0.089135669,0.427227383,1.671792043,0.462668575,6.608713495,0.006357793,0.088068852,0.006704702,1.217705834,1.033416969,2.403168405,0.047711183,0.063809504,0.096318763,0.002515058,0.004100447,0.078622075,0.18806027,0.197417741,0.000473133,0.034102943,0.02562964,1.689342013,0.001632574,0.006235269,0.016937407
Sample-171,C,0.002792059,0.0055807,0.006945561,0.028839474,0.005503609,0.312484469,0.006864566,0.055321145,2.166251659,0.159867027,0.116794577,0.008958491,0.003814894,0.00708954,0.011330598,0.016970552,0.172041888,0.415386899,0.193660227,0.592597502,0.227155762,0.151460773,0.268562748,1.258794953,5.028652887,0.013211906,0.010524105,1.764609174,0.022503103,0.006523601,1.144945707,0.02366056,0.288587693,16.78484986,0.087099882,0.090420725,9.576236893,0.291042067,0.140289475,1.619320521,0.749432388,0.263267272,1.673226081,0.216022986,5.508321142,0.007330261,0.168447496,1.285210193,1.135388746,0.009821496,0.021407675,0.014496982,5.341075726,0.026156057,0.015086993,0.028213106,0.330412226,0.01880974,0.025818699,0.574643838,0.031463893,1.37466277,0.035460684,0.815999101,2.855780562,0.021894107,0.00948536,0.004182335,0.003626525,0.016223451,0.021016992,0.990134933,2.896105443,0.004682878,0.049285351,0.077041791,0.189206795,0.015581763,0.003287158,0.011641282,0.017755696,0.002436345,0.006350422,0.010598801,0.009726694,0.012103875,0.026272136,0.09437606,2.635933472,0.023817592,0.833910963,0.314684445,0.031734733,0.010691582,0.029094442,0.036795683,0.073200712,0.113781828,0.082262741,0.698905013,0.016968887,0.015628647,0.005060749,4.643440823,0.016866141,0.154538494,3.567534962,0.248522815,11.40212924,0.000402362,0.119963063,0.009000576,0.207612329,0.146436071,0.435997465,0.242815503,0.109809298,0.17096688,0.006210266,0.005833807,0.113432369,0.118804945,2.899774653,0.000385881,0.154721188,0.020791958,0.142785137,0.001732357,0.009647013,0.02085278
Sample-172,C,0.002520054,0.008348642,0.005378559,0.102473664,0.004531827,0.171835952,0.005034992,0.029136665,0.125798967,0.063765535,0.053836695,0.006307853,0.003115272,0.00634568,0.008560218,0.042592193,0.048235836,0.016162984,0.044739448,0.138820395,0.172339644,0.027970408,0.017017197,0.043961327,7.57041344,0.010233563,0.008848218,1.707321926,0.023045771,0.006882718,0.470183224,0.020548754,0.00564,0.210355665,1.602410535,0.216831239,0.166098987,0.01105837,1.165259596,0.381281441,0.848972913,0.023923074,3.359783998,0.148571579,2.004021671,0.006073366,0.070222602,0.01899122,1.310492876,0.008176981,0.017862762,0.01599423,5.993508014,0.026319216,0.012798255,0.055138092,0.032859099,0.016172874,0.018815137,0.726288068,0.059326167,0.28492372,0.043337996,0.170766676,18.23463563,0.018025175,0.010382637,0.009294544,0.003418036,0.013441822,0.011039158,0.265969452,0.600268735,0.001033198,0.536831011,0.809146865,3.089340392,0.017264078,0.002688646,0.008589396,0.038300682,0.002306739,0.005487717,0.008869676,0.008171751,0.003530323,0.021832527,0.149550137,0.777295725,0.433091845,0.605678289,0.094299623,0.020094459,0.00612589,0.023650118,0.029372193,0.041248597,0.021319821,0.019287376,0.037143588,0.01247721,0.012310558,0.004756791,0.511105495,4.44132378,1.164665173,0.919390844,0.128637802,7.74413643,0.000507134,0.488450695,0.007277369,8.135510358,0.664553332,3.094756384,15.30754518,0.051249377,0.067074514,0.034234238,0.004979898,0.09387743,0.098672008,0.053891947,0.000332113,0.908289431,0.010762388,0.041832187,0.001509012,0.007947153,0.011333876
Sample-173,C,0.002601554,0.007790951,0.006849251,0.014948356,0.00495936,11.34298854,0.005479853,0.037640075,0.573686095,0.053112466,0.087484008,0.007633653,0.003115034,0.006680987,0.00974008,0.013760066,0.86002904,0.124665657,0.520148148,6.565104388,6.739651006,0.73485866,0.075960296,0.574679859,2.025168788,0.011113993,0.009781195,1.541709578,0.023726049,0.004226247,0.2394821,0.022394698,0.005499299,0.243252159,0.08601557,0.078132671,0.212120564,0.006030622,0.0492087,0.904867377,0.514831078,0.026317497,1.227773305,0.030692839,3.594093831,0.006605843,0.037008705,0.020414464,0.87559822,0.008951645,0.021325623,0.03188557,4.775011193,0.021878901,0.011777233,0.029408081,0.036697093,0.016636847,0.020154325,0.357791404,0.023557013,0.344131732,0.02931748,0.369027744,5.850845937,0.020170466,0.00990311,0.007760605,0.004149531,0.014746891,0.01348873,0.52809677,2.422788222,0.001188037,0.044916627,0.081831096,0.098167975,0.01480847,0.003485479,5.766595493,0.030772862,0.002246165,0.005743658,0.009922797,0.00879529,0.003621144,0.023139013,0.084043193,2.42250158,0.013883461,0.493509585,2.945529031,0.01996585,0.006691178,0.026098017,0.03328691,0.053579727,0.068556407,0.103125814,0.244191635,0.017338479,0.013343524,0.00528433,1.834992863,0.015292689,0.220499023,4.388114181,0.198514936,11.89096557,0.000602546,0.105210695,0.007468542,3.226648794,0.532998106,1.878883636,0.060474158,0.321608501,3.006333105,1.883856794,0.005462126,0.103137006,0.100842432,0.060887473,0.000407724,2.30156144,0.012430728,0.03371843,0.00179609,0.007097651,0.014897011
Sample-174,C,0.002746387,0.005684845,0.00968429,0.020596826,0.00554575,6.894889944,0.006180683,0.019069031,0.4430943,0.515871513,0.049198863,0.012320032,0.005659143,0.007443877,0.009569492,0.018194269,0.601305805,0.333985191,0.713095416,5.948376963,3.594238137,0.667547565,0.357613304,1.02493222,1.11248836,0.012658686,0.010524027,0.918996736,0.022718487,0.005749839,0.684601697,0.023861126,0.006443185,0.150651405,0.164065051,0.114639167,0.14450865,0.008204483,0.052808181,3.472036748,0.991199677,0.024038361,1.782373892,0.510030133,3.448825795,0.007196039,0.053534197,0.022789055,1.188248682,0.009834561,0.021308676,0.093766235,2.85268183,0.025117961,0.012963328,0.026429505,0.035367104,0.024088513,0.02143358,0.303952892,0.029009794,1.826573185,0.55372081,1.499845868,22.05161516,0.021537224,0.009670716,0.004031372,0.004446239,0.01619187,0.012630559,2.067805984,2.622462683,0.00116499,0.054455433,0.127581035,0.729669674,0.015801149,0.004197268,1.686448848,0.028038462,0.00245712,0.005970825,0.010548695,0.009993567,0.003911609,0.025332702,0.125091977,1.336724261,0.023247871,0.990613036,1.919662688,0.137604025,0.007444004,0.028174047,0.035216316,0.050861993,0.098793187,0.16631532,0.530106323,0.017756694,0.015587812,0.0065546,5.745701807,0.409863943,3.126706239,0.783763427,0.856040858,3.725425232,0.000796757,0.116814825,0.008565527,0.603415454,0.135009663,0.443989561,1.483607511,0.182447628,2.065315327,1.008445221,0.00609229,0.113099769,0.127072943,0.100524593,0.000597017,0.358029584,0.014207841,0.016438923,0.001983393,0.00869975,0.015498232
Sample-175,C,0.002644748,0.006049059,0.006094589,0.01514948,0.005193856,0.137425071,0.005803384,0.044313744,0.655452744,0.305881374,0.235854792,0.012816725,0.003164633,0.006995146,0.011299241,0.015225992,0.067768456,0.020551358,0.049682899,0.05483079,0.082773117,0.033458234,0.031169956,0.037682817,0.367729847,0.011721929,0.01004589,2.325235272,0.021500692,0.005152095,2.228438956,0.023322864,0.039471744,0.226853625,1.832814363,1.706454416,0.14262992,0.01095485,0.171087823,2.559049969,1.345892969,0.021407658,7.223660877,0.040364535,4.960448517,0.007058912,0.423139777,0.023279967,2.039332412,0.009347114,0.020042906,0.05322108,10.14922982,0.035208197,0.01234647,0.074767432,0.037866415,0.029352578,0.022541864,0.894135719,0.025675004,8.571291207,0.313606348,0.958585333,8.748790094,0.020937347,0.009656041,0.005149114,0.003607151,0.015571393,0.012967564,1.765435708,7.038313228,0.001587402,0.063313151,0.062701978,0.070360981,0.016348457,0.003107477,0.01531183,0.059198076,0.002404467,0.0061562,0.010298438,0.009174377,0.005077629,0.024216872,0.541432728,3.605565034,0.019884268,0.561772967,0.091860696,0.092751173,0.007418965,0.027029157,0.037841869,0.852642857,0.060511191,0.03143828,0.04752251,0.014262122,0.013840744,0.00519162,3.198537416,0.806631327,0.454603702,5.265735079,0.652551418,10.43772041,0.000408185,0.428948313,0.007977128,0.893250775,0.148010388,0.385370081,1.864228841,0.086781476,0.061268115,0.004383305,0.005813198,0.126975134,0.231367333,0.070397162,0.00045109,0.015568308,0.014204523,0.012065926,0.002010807,0.008079639,0.014460195
Sample-176,C,0.001820913,0.003654854,0.005349226,0.015361582,0.003603287,3.537687934,0.004019141,0.007054554,0.283180194,0.115135766,0.030698005,0.007631756,0.00212921,0.00482938,0.00655775,0.009060106,3.298778549,2.51921436,6.024600868,2.131624385,3.806039744,2.492307278,1.028360791,8.543828755,0.114302072,0.008224358,0.007182404,0.5769414,0.014965911,0.003582417,3.725307547,0.016322458,0.004563576,0.136096217,0.152278767,0.753756003,0.195548572,0.008782213,0.202068375,2.284929081,0.872485458,0.02640511,1.567218085,0.528193969,4.075051418,0.004775553,0.037936951,0.016737376,1.047942967,0.006655036,0.014109397,0.009547651,2.783372765,0.022612257,0.00991135,0.018297487,0.029982873,0.017104638,0.017346878,0.218315967,0.015511727,9.321629583,0.020975094,1.069278293,0.287013866,0.117967638,0.00645843,0.002494955,0.003275116,0.01090034,0.012680248,3.782696216,4.406172148,0.000801868,0.032360227,0.039219772,0.009465853,0.010770514,0.002202627,0.011214801,0.011240949,0.001716678,0.004138992,0.007292519,0.006487714,0.002656535,0.016790855,0.098967974,1.063062307,0.051449459,0.836583947,4.789668493,0.026596686,0.006587737,0.018811259,0.32668384,0.032523993,1.071329327,1.609599648,3.486730282,0.18466114,0.009819454,0.004328034,4.640620736,0.616004315,0.545549651,0.473401771,0.998103593,2.459112771,0.000682774,0.15954964,0.005423738,0.221002368,0.045286475,0.123193002,0.063426557,0.04388599,3.068125107,0.018143017,0.004022873,0.075470828,0.073056939,0.054017517,0.000275634,0.03444391,0.009014572,0.00938624,0.001220524,0.005124437,0.01025494
Sample-177,C,0.002121683,0.003888431,0.00947919,0.014750839,0.003821199,8.189722399,0.004330291,0.016590429,0.336959683,0.181962969,0.050027471,0.013256381,0.00382419,0.00536961,0.008133255,0.011478559,2.879391926,1.036541229,3.020088367,5.725792891,4.29594593,1.263158888,0.684414588,4.297784671,0.575889087,0.009405214,0.007651322,3.164551413,0.016788818,0.005373927,1.828777493,0.017271644,0.004218257,0.130249429,0.074291757,0.54177924,0.202792174,0.005059483,0.189580255,2.261462003,1.973063054,0.018305236,2.806803118,0.33959978,4.400554047,0.005373236,0.210594012,0.015708559,0.895485946,0.007214217,0.016693414,0.010505131,6.180648295,0.028300409,0.00984178,0.021353149,0.025459375,0.019458632,0.017058932,0.336536881,0.018228116,3.446956062,0.025080431,0.862767758,3.820878975,0.017047143,0.006746814,0.002718394,0.00250254,0.011892886,0.008593711,0.740022969,3.24375624,0.000889939,0.040294316,0.040523275,0.056778878,0.01220218,0.003126107,0.007944079,0.017993094,0.001974449,0.004594723,0.007582406,0.006812299,0.003251532,0.018487994,0.280922847,2.059174451,0.014808143,0.426436363,3.133770687,0.160780565,0.006004596,0.020526595,0.257877599,0.039603089,0.179746766,0.642053923,1.225214132,0.03639306,0.010998577,0.003714495,1.067297492,0.012051246,0.509370907,2.343163315,0.615602921,8.800921456,0.000253903,0.318413198,0.006313632,0.537242747,0.125678129,0.231249184,0.143250072,0.307587914,3.245880825,0.997522876,0.004160883,0.08432392,0.091261873,0.107270127,0.000276002,1.041036225,0.012073809,0.015384177,0.001266644,0.006079223,0.014860315
Sample-59,M,0.002331248,0.004307115,0.021527752,0.017821006,0.004666883,9.079455963,0.005255282,0.01695468,0.429104962,0.214934726,0.043049949,0.014236347,0.003518473,0.00588033,0.00837548,0.054954166,1.306915749,0.575213459,1.33001637,7.127720587,4.733787333,3.517008861,0.36517301,1.859927963,4.355968745,0.010630888,0.009210078,1.676218662,0.020196839,0.01391823,0.858762036,0.02089585,0.00629833,0.364845571,0.096334558,0.139791431,0.349702294,0.014212013,0.11633931,2.03437496,1.010433648,0.03126041,0.620425542,0.677695837,3.797172211,0.006401501,0.063555179,0.021393836,1.356702962,0.008589618,0.018817997,0.014339738,2.938356901,0.023454055,0.012281429,0.022052126,0.032061015,0.030357763,0.020491805,0.199000303,0.076295064,1.771701125,0.032020231,0.95502125,11.87015909,0.018677038,0.008403574,0.002954769,0.003152746,0.0133562,0.010626643,1.616255053,3.2102366,0.001053604,0.134109651,0.535572569,1.874539987,0.014192248,0.004426394,0.008183182,0.017820099,0.00270178,0.005337454,0.010537301,0.0082814,0.003843946,0.024586328,0.245146694,0.721538565,0.023968607,1.149429957,3.18595653,0.085165347,0.006304692,0.024430869,0.03078231,0.116038362,0.172472692,0.419818968,1.193783856,0.024477976,0.012524065,0.004652955,4.692737245,0.016655259,1.525007273,0.633833603,0.479339947,4.04389997,0.000379061,0.172465212,0.007648847,0.394117799,0.092649627,0.311378798,0.135790244,0.192403322,3.855634906,1.237621411,0.005444499,0.102286907,0.240218101,0.388526746,0.000349863,0.030791096,0.012469049,0.015217182,0.001669893,0.007316917,0.018928093
Sample-60,M,0.001437246,0.006703329,0.009037255,0.023863237,0.002766449,6.88692449,0.00290634,0.021683409,0.742188782,0.073519008,0.028384469,0.012070414,0.002227496,0.00376293,0.004721751,0.229823093,0.38748525,0.126557628,0.293405386,4.900093969,3.556842282,1.049890567,0.056547286,0.418738988,6.232548287,0.006492302,0.004965038,1.310933922,0.013777972,0.009060669,1.062469324,0.01143916,0.003474937,2.623748152,0.171275036,0.387372571,0.738616232,0.066470906,0.173176465,2.502592037,0.731279177,0.018778897,2.412063949,0.109341365,3.703845979,0.003705776,0.049032022,0.012947542,1.127856009,0.00520535,0.012029651,0.009161544,3.576688664,0.015468902,0.015749401,0.024393754,0.022672261,0.013049114,0.010369529,0.589651215,0.272095017,2.952928863,0.022700998,1.599564553,10.91566452,0.010852554,0.008171349,0.00690316,0.002568273,0.007745097,0.010690682,1.713005667,6.453958065,0.000562933,0.104166295,1.61645072,2.917745599,0.008888718,0.003007608,0.004553227,0.011231872,0.001858374,0.003450439,0.005151616,0.004623428,0.002920969,0.019618016,0.096414361,1.313649583,0.087912629,0.867416253,1.920029227,0.152686968,0.003911009,0.01425211,0.018296259,0.049318427,0.056514682,0.093690042,0.355747524,0.00960844,0.008028109,0.002978933,3.792765444,0.542830312,0.434269622,1.243590059,0.614103934,3.804252594,0.000462562,0.128638277,0.010601873,2.260615571,0.510874597,1.455586054,0.072869707,0.180484369,2.504134423,0.977152822,0.003040946,0.054450665,0.374717027,0.102996363,0.000215749,0.510586833,0.01637507,0.025111849,0.004401064,0.007176781,0.012878101
Sample-61,M,0.001855221,0.009485153,0.015810755,0.059090648,0.003807252,9.627932065,0.003953332,0.010522414,1.002051559,0.075306269,0.032104983,0.015594945,0.002550851,0.004871993,0.006199192,0.0162701,0.872488008,0.513244705,0.81730395,7.091294444,5.33235388,3.412378506,0.106917245,1.306473712,4.147026037,0.008298579,0.006746751,1.809907925,0.016322039,0.006278039,1.432482761,0.015322499,0.004428871,0.177099408,0.468349416,0.749321936,0.286670518,0.004883105,0.228991173,1.704162872,0.717004819,0.020776174,2.882962432,0.503007465,3.437823433,0.004806754,0.040523609,0.015486972,0.967584864,0.006867824,0.014223781,0.011759918,4.094996647,0.02040145,0.012786556,0.019305479,0.025465644,0.015596457,0.014407377,0.614281485,0.024519819,5.147476143,0.022739373,1.737275073,4.259522144,0.014839277,0.006690086,0.008603783,0.002356093,0.010314267,0.009753424,1.997541044,4.65243917,0.000752123,0.048876894,0.060740654,0.147855727,0.01055732,0.003475713,0.007305353,0.017053585,0.002302951,0.004066782,0.011800669,0.00615378,0.003126452,0.017993895,0.844026999,1.456510666,0.256576452,0.821487227,3.001953105,0.057170822,0.005603998,0.018802271,0.02243136,0.065563896,0.196267479,0.322086937,0.642873237,0.023019175,0.009804606,0.003354253,3.880592568,1.428035807,0.317324939,1.435538338,0.570626971,3.729218573,0.000256344,0.492095758,0.006199191,0.936618023,0.269972414,0.568674307,0.074209947,0.186508251,3.682222201,1.234975638,0.00405562,0.073439521,0.09479747,0.095423016,0.000266882,0.044155488,0.009400153,0.009480435,0.0014263,0.006672387,0.017927131
Sample-62,M,0.003927589,0.017249732,0.011195829,0.085195717,0.007884688,0.168772428,0.008651645,0.019605098,0.527431482,0.242351576,0.080515529,0.010316192,0.006906432,0.010369391,0.017163095,0.023785903,0.076588362,0.056948477,0.085205192,0.129837255,0.149550391,0.055522041,0.051742011,0.254960749,6.176768793,0.02019451,0.01424596,1.219882178,0.048910904,0.048059045,1.026598014,0.032811597,0.031338322,24.84366052,0.111489395,0.298749838,6.107712598,0.476531273,0.2083314,0.285769983,0.920217567,0.249212999,1.843858612,0.050595217,1.487096032,0.009851547,0.514066164,1.063754043,1.256002517,0.01909246,0.0402238,0.020833007,5.775549963,0.038476139,0.10556449,0.049609119,0.108405347,0.029229322,0.029454155,0.192491182,0.041770241,0.20164126,0.055233353,0.056897496,1.155914183,0.039926895,0.017858614,0.019265001,0.021000104,0.023203992,0.105191789,0.214840477,0.586272932,0.001627974,0.079434516,0.092319329,0.035889899,0.022493871,0.005163454,4.413755589,0.042997518,0.003335598,0.009172653,0.023053535,0.013512483,0.006994651,0.04540493,0.124946223,1.520549512,0.075196048,0.589213144,0.141830601,0.047292095,0.013310164,0.039897138,0.066831816,5.346050614,0.198508866,0.035378897,0.13698627,0.034510017,0.024564923,0.020097099,0.20981871,0.019725056,0.121643159,1.024797911,0.138683337,1.532853848,0.007090214,0.133452123,0.013530419,8.202271925,0.816037088,1.967929078,0.143293427,3.929366765,0.151962194,0.004477167,0.008043125,0.150847145,0.165846166,0.128769561,0.000656897,7.302311634,0.072963021,0.323239906,0.002460456,0.798638791,0.023640299
Sample-63,M,0.00386017,0.006007351,0.008727461,0.046831358,0.006788993,1.533372531,0.00851585,0.028778392,0.138174175,0.087571209,0.108710313,0.009523556,0.012814428,0.010708298,0.012173993,0.018831659,0.690311281,0.837574719,0.795700189,3.525636947,1.174805845,0.682146438,1.244742701,2.55131232,0.704964078,0.015122675,0.012840697,0.628655906,0.028799295,0.069754666,0.435206451,0.028735278,0.010735188,4.051923734,0.11269769,0.085863666,1.297227604,0.084695413,0.072407188,0.4294366,0.329022216,0.047469309,0.341872419,0.040705614,1.457033719,0.008937182,0.083754277,0.124608366,0.358800094,0.011629147,0.028945497,0.017872946,2.438667445,0.031020635,0.082488498,0.033807011,0.441666898,0.023950154,0.026028081,0.211748112,0.031309721,0.244150601,0.041570683,0.065876817,9.616446457,0.068971523,0.011596206,0.004352503,0.030548732,0.019648894,0.16023768,0.138826735,0.644290302,0.001645904,0.071300815,0.072588981,0.026689892,0.038366356,0.004317882,9.592316852,0.197204771,0.004302351,0.007538988,0.014492137,0.012859988,0.005745677,0.030428153,0.165394834,1.184835982,0.0498866,0.140608153,1.407732769,0.028945954,0.009520623,0.033793584,0.086157412,29.03909703,1.305124901,0.477417249,2.060110516,0.037522033,0.019811012,0.032409927,0.436780263,0.019274476,0.487378375,2.676856331,0.077341149,2.539137175,0.013537022,0.139952065,0.011155621,2.200077406,0.18905885,0.504899063,0.116654595,3.104704182,0.695131455,0.156996333,0.006976527,0.13924711,0.167749567,0.080908394,0.001066259,0.457479189,0.045167,0.095178053,0.002133736,0.615489367,0.030962332
